latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
44.0225,40.4088,308.2,2,1.4,2000-11-19,0801,Terra,MODIS,67,6.2,286,28.2,D,0
42.8405,46.096,302.2,1.1,1,2000-11-19,0801,Terra,MODIS,48,6.2,288,7.6,D,0
49.0516,41.8705,304.2,4.4,1.9,2000-11-19,0937,Terra,MODIS,58,6.2,276.3,83.7,D,0
49.05,41.8653,303,4.4,1.9,2000-11-19,0937,Terra,MODIS,55,6.2,276.1,77.8,D,0
42.8115,45.932,301.8,1,1,2000-11-19,1908,Terra,MODIS,44,6.2,274,9.5,N,0
43.9311,39.6569,303.7,1.5,1.2,2000-11-19,1908,Terra,MODIS,56,6.2,279.9,17.6,N,0
44.3594,39.0385,301,1.6,1.2,2000-11-19,1908,Terra,MODIS,37,6.2,280.8,16.6,N,0
52.5542,39.5756,323.5,1.1,1,2000-11-19,1910,Terra,MODIS,100,6.2,271.5,30,N,0
52.5516,39.5602,308.5,1.1,1,2000-11-19,1910,Terra,MODIS,75,6.2,269.6,15.8,N,2
52.2246,41.0184,304.5,1,1,2000-11-20,0842,Terra,MODIS,59,6.2,275,9.9,D,0
51.8284,37.8697,319.8,1.1,1,2000-11-20,0842,Terra,MODIS,80,6.2,277.4,23.4,D,0
51.8192,37.8668,307.3,1.1,1,2000-11-20,0842,Terra,MODIS,65,6.2,277,11.8,D,0
51.6137,36.9931,304.2,1.1,1.1,2000-11-20,0842,Terra,MODIS,58,6.2,277.8,11.5,D,0
44.7197,40.4236,300.1,1.1,1,2000-11-20,0844,Terra,MODIS,29,6.2,288.9,4.5,D,0
44.6945,40.4008,302.7,1.1,1,2000-11-20,0844,Terra,MODIS,53,6.2,288,6.6,D,0
44.5064,41.1674,308.1,1.2,1.1,2000-11-20,0844,Terra,MODIS,21,6.2,288.6,8.9,D,0
44.4945,41.1784,311.2,1.2,1.1,2000-11-20,0844,Terra,MODIS,71,6.2,288.6,12.9,D,0
44.4919,41.1925,319.1,1.2,1.1,2000-11-20,0844,Terra,MODIS,79,6.2,289.5,21.3,D,0
44.5533,40.6205,303.8,1.1,1.1,2000-11-20,0844,Terra,MODIS,57,6.2,287.7,7.2,D,0
44.243,41.479,305.2,1.2,1.1,2000-11-20,0844,Terra,MODIS,61,6.2,287.2,9.7,D,0
44.0976,42.0383,305.5,1.3,1.1,2000-11-20,0844,Terra,MODIS,61,6.2,286.5,10.2,D,0
44.0947,42.0535,307.4,1.3,1.1,2000-11-20,0844,Terra,MODIS,65,6.2,286.2,12.2,D,0
44.3845,40.4289,301.9,1.1,1,2000-11-20,0844,Terra,MODIS,50,6.2,287.8,6.7,D,0
44.0966,42.0478,312.7,1.3,1.1,2000-11-20,0844,Terra,MODIS,73,6.2,286.5,17.4,D,0
44.0171,42.303,304.4,1.3,1.1,2000-11-20,0844,Terra,MODIS,43,6.2,287.1,9.7,D,0
44.0101,42.2837,306.2,1.3,1.1,2000-11-20,0844,Terra,MODIS,63,6.2,289.5,12.3,D,0
44.0069,42.3004,309.3,1.3,1.1,2000-11-20,0844,Terra,MODIS,68,6.2,289.4,15,D,0
43.2412,45.9796,318.3,2.1,1.4,2000-11-20,0844,Terra,MODIS,78,6.2,283.3,57,D,2
44.1291,41.368,306.8,1.2,1.1,2000-11-20,0844,Terra,MODIS,59,6.2,289.3,10,D,0
44.1262,41.3833,305.9,1.2,1.1,2000-11-20,0844,Terra,MODIS,57,6.2,290.3,9.1,D,0
44.3223,40.2458,300.8,1.1,1,2000-11-20,0844,Terra,MODIS,42,6.2,287.5,6.4,D,0
44.1252,41.377,312.4,1.2,1.1,2000-11-20,0844,Terra,MODIS,72,6.2,290.6,14.9,D,0
44.481,38.9884,305.3,1,1,2000-11-20,0844,Terra,MODIS,61,6.2,289.1,8.3,D,0
44.0966,41.0311,309.9,1.2,1.1,2000-11-20,0844,Terra,MODIS,62,6.2,285.5,12.6,D,0
44.0941,41.0446,302.7,1.2,1.1,2000-11-20,0844,Terra,MODIS,20,6.2,285.2,7,D,0
44.0946,41.0237,301.8,1.2,1.1,2000-11-20,0844,Terra,MODIS,49,6.2,286.6,7.4,D,0
44.0921,41.0378,316.1,1.2,1.1,2000-11-20,0844,Terra,MODIS,76,6.2,285.4,20.1,D,0
44.3068,39.6655,300.4,1.1,1,2000-11-20,0844,Terra,MODIS,36,6.2,286.5,5.6,D,0
44.3595,39.0501,302.8,1,1,2000-11-20,0844,Terra,MODIS,27,6.2,288.7,5.6,D,0
44.3505,39.0477,312.5,1,1,2000-11-20,0844,Terra,MODIS,73,6.2,289.8,12.6,D,0
43.8189,42.0788,322.4,1.3,1.1,2000-11-20,0844,Terra,MODIS,82,6.2,289.8,31.5,D,0
44.1293,40.1127,307.6,1.1,1,2000-11-20,0844,Terra,MODIS,66,6.2,284.5,11.4,D,0
44.1201,40.11,301.1,1.1,1,2000-11-20,0844,Terra,MODIS,35,6.2,284.9,6.8,D,0
43.6838,42.1373,311.9,1.3,1.1,2000-11-20,0844,Terra,MODIS,72,6.2,283.1,19.8,D,0
43.6809,42.1525,304.6,1.3,1.1,2000-11-20,0844,Terra,MODIS,59,6.2,283.1,12.6,D,0
43.6136,42.5062,313.9,1.4,1.2,2000-11-20,0844,Terra,MODIS,74,6.2,285.2,22.7,D,0
42.8176,46.0532,305.2,2.2,1.4,2000-11-20,0844,Terra,MODIS,54,6.2,281.6,28.1,D,0
44.1165,39.2366,302.5,1,1,2000-11-20,0844,Terra,MODIS,52,6.2,288,6.1,D,0
42.7762,46.0576,310,2.2,1.4,2000-11-20,0844,Terra,MODIS,46,6.2,286.9,32.9,D,0
44.0167,39.2794,302,1,1,2000-11-20,0844,Terra,MODIS,36,6.2,288,5.5,D,0
44.0076,39.277,305.5,1,1,2000-11-20,0844,Terra,MODIS,62,6.2,288.5,7.8,D,0
43.9245,39.6678,305.9,1.1,1,2000-11-20,0844,Terra,MODIS,58,6.2,286.5,8.8,D,0
43.6997,40.2157,312.7,1.1,1.1,2000-11-20,0844,Terra,MODIS,73,6.2,287.3,15.8,D,0
43.2412,45.986,303.4,2.9,1.6,2000-11-20,1951,Terra,MODIS,55,6.2,271.3,51.9,N,2
43.2417,45.979,306.7,2.9,1.6,2000-11-20,1951,Terra,MODIS,69,6.2,271.2,61.7,N,2
43.3618,45.9999,300.7,2.9,1.6,2000-11-20,1951,Terra,MODIS,33,6.2,272.3,45.1,N,2
43.36,45.9636,303.3,2.9,1.6,2000-11-20,1951,Terra,MODIS,54,6.2,271.7,51.7,N,2
47.9258,132.0944,318.8,1.3,1.1,2000-11-21,0250,Terra,MODIS,0,6.2,265.6,33.5,D,0
47.7858,131.5692,376.7,1.3,1.1,2000-11-21,0250,Terra,MODIS,100,6.2,270.7,0,D,0
43.869,42.2113,301.5,2.3,1.5,2000-11-21,0749,Terra,MODIS,47,6.2,281.4,20.6,D,0
43.2407,45.9818,325.3,1.4,1.2,2000-11-21,0749,Terra,MODIS,84,6.2,273.6,45,D,2
42.772,46.1188,345.9,1.1,1.1,2000-11-21,1855,Terra,MODIS,100,6.2,269.2,72.6,N,0
42.7697,46.1053,322.1,1.1,1.1,2000-11-21,1855,Terra,MODIS,100,6.2,267.9,31.4,N,0
48.2831,133.8165,371.5,1.7,1.3,2000-11-22,0155,Terra,MODIS,100,6.2,269.9,0,D,0
44.5229,41.4907,308.8,1,1,2000-11-22,0831,Terra,MODIS,68,6.2,283.2,10.7,D,0
42.7409,45.5216,309.3,1.4,1.2,2000-11-22,0832,Terra,MODIS,68,6.2,281.8,17.6,D,0
42.7372,45.54,307.4,1.4,1.2,2000-11-22,0832,Terra,MODIS,65,6.2,278.8,16,D,0
42.7328,45.5329,309.9,1.4,1.2,2000-11-22,0832,Terra,MODIS,69,6.2,279.2,20,D,0
50.9278,49.0469,302.5,1.1,1,2000-11-24,0817,Terra,MODIS,53,6.2,268,11.6,D,0
42.8423,45.9603,302.1,1.1,1,2000-11-24,0819,Terra,MODIS,35,6.2,275.3,8.9,D,0
42.846,45.9715,305.2,1.3,1.1,2000-11-24,1926,Terra,MODIS,63,6.2,268.5,18.2,N,0
43.9475,41.8067,311.7,3.8,1.8,2000-11-30,0920,Terra,MODIS,72,6.2,283,82,D,0
43.933,41.8587,303.2,3.9,1.8,2000-11-30,0920,Terra,MODIS,52,6.2,283.6,43.1,D,0
43.9281,41.8471,300.8,3.9,1.8,2000-11-30,0920,Terra,MODIS,39,6.2,283.4,34.4,D,0
43.3736,45.4464,302.9,1.2,1.1,2000-12-01,0825,Terra,MODIS,41,6.2,268.1,9.8,D,2
43.3651,45.4736,301.6,2.8,1.6,2000-12-02,0730,Terra,MODIS,48,6.2,280.5,29.1,D,2
43.3621,45.4903,305.3,2.9,1.6,2000-12-04,0855,Terra,MODIS,50,6.2,279.4,40.3,D,2
43.3613,45.4827,303.5,2.9,1.6,2000-12-04,0855,Terra,MODIS,40,6.2,279.7,35.5,D,2
43.2508,45.6905,307.5,2.9,1.6,2000-12-04,1824,Terra,MODIS,72,6.2,273.5,64.4,N,2
43.3615,45.9669,302.8,4.3,1.9,2000-12-04,2002,Terra,MODIS,52,6.2,271.7,84.5,N,2
48.2637,132.1744,408,1,1,2000-12-09,0237,Terra,MODIS,100,6.2,272.5,0,D,0
46.3738,39.8376,301.3,2.1,1.4,2000-12-09,0913,Terra,MODIS,46,6.2,272.3,22.8,D,0
46.3737,39.8307,300.1,2.1,1.4,2000-12-09,0913,Terra,MODIS,19,6.2,272.3,19.6,D,0
46.4865,38.5542,302.9,1.8,1.3,2000-12-09,0913,Terra,MODIS,54,6.2,274.5,22.5,D,0
45.1849,37.4354,305.2,1.7,1.3,2000-12-09,0914,Terra,MODIS,57,6.2,276.3,22.9,D,0
45.1879,37.43,301.9,1.7,1.3,2000-12-09,0914,Terra,MODIS,47,6.2,276.3,17.4,D,0
43.4924,43.2423,302.2,1,1,2000-12-10,0819,Terra,MODIS,47,6.2,281.4,8,D,0
42.8864,44.012,310.7,1.5,1.2,2000-12-14,0754,Terra,MODIS,66,6.2,284.4,21.6,D,0
42.8847,44.0293,301.9,1.5,1.2,2000-12-14,0754,Terra,MODIS,39,6.2,283.6,11.3,D,0
43.3606,45.9735,314.2,2.4,1.5,2000-12-15,1944,Terra,MODIS,89,6.2,270.5,65.1,N,2
43.366,45.4786,301.4,2.2,1.4,2000-12-15,1944,Terra,MODIS,30,6.2,269.2,29.2,N,2
43.3264,45.6121,303.1,1.8,1.3,2000-12-16,0742,Terra,MODIS,55,6.2,272.5,21.4,D,2
43.2404,45.9828,308.5,1.7,1.3,2000-12-16,0742,Terra,MODIS,67,6.2,274.5,28.8,D,2
44.4294,41.1356,302.1,3.4,1.7,2000-12-16,0920,Terra,MODIS,51,6.2,282.4,40.7,D,0
44.8274,38.9741,312.3,2.5,1.5,2000-12-16,0920,Terra,MODIS,72,6.2,283.5,47.8,D,0
44.8346,38.9722,314.3,2.5,1.5,2000-12-16,0920,Terra,MODIS,75,6.2,283.7,56,D,0
44.5081,41.2939,314.4,1,1,2000-12-17,0825,Terra,MODIS,61,6.2,280.1,16.7,D,0
44.4096,41.3398,301.3,1,1,2000-12-17,0825,Terra,MODIS,46,6.2,279.4,6.8,D,0
44.4078,41.3523,327.7,1,1,2000-12-17,0825,Terra,MODIS,85,6.2,280.2,29.3,D,0
44.3673,41.2446,307.5,1,1,2000-12-17,0825,Terra,MODIS,40,6.2,279.2,9.5,D,0
44.3238,41.227,319.7,1,1,2000-12-17,0825,Terra,MODIS,76,6.2,283,19.2,D,0
44.3221,41.2395,365.3,1,1,2000-12-17,0825,Terra,MODIS,100,6.2,286.2,106.6,D,0
44.3203,41.2521,316.2,1,1,2000-12-17,0825,Terra,MODIS,72,6.2,278.2,16.2,D,0
44.3148,41.2247,327,1,1,2000-12-17,0825,Terra,MODIS,83,6.2,282.3,26.3,D,0
44.3131,41.2372,338.4,1,1,2000-12-17,0825,Terra,MODIS,91,6.2,281.5,42.8,D,0
44.0984,42.5391,309.6,1,1,2000-12-17,0825,Terra,MODIS,69,6.2,285,10.5,D,0
44.0965,42.5514,300.4,1,1,2000-12-17,0825,Terra,MODIS,37,6.2,286,4.9,D,0
43.9937,42.8621,302.8,1,1,2000-12-17,0825,Terra,MODIS,54,6.2,281.5,6.5,D,0
44.2331,41.0801,300.1,1,1,2000-12-17,0825,Terra,MODIS,17,6.2,274.6,5.8,D,0
44.2314,41.0927,319.2,1,1,2000-12-17,0825,Terra,MODIS,79,6.2,278.1,19.7,D,0
44.2224,41.0904,305.2,1,1,2000-12-17,0825,Terra,MODIS,38,6.2,275.8,8.2,D,0
43.9028,41.9818,305.6,1,1,2000-12-17,0825,Terra,MODIS,35,6.2,278.1,7.8,D,0
43.901,41.994,335.9,1,1,2000-12-17,0825,Terra,MODIS,90,6.2,281.7,39.3,D,0
43.8993,42.0062,322.4,1,1,2000-12-17,0825,Terra,MODIS,82,6.2,283.4,22,D,0
43.6741,42.8908,303,1,1,2000-12-17,0825,Terra,MODIS,22,6.2,281.8,6.1,D,0
43.6722,42.903,310,1,1,2000-12-17,0825,Terra,MODIS,67,6.2,284.8,10.6,D,0
43.6299,42.8774,321.9,1,1,2000-12-17,0825,Terra,MODIS,81,6.2,280.1,21.4,D,0
43.628,42.8896,315,1,1,2000-12-17,0825,Terra,MODIS,72,6.2,282.1,14.7,D,0
43.8006,41.5343,301.2,1,1,2000-12-17,0825,Terra,MODIS,45,6.2,278.2,8.5,D,0
43.3614,45.9642,301.4,2.6,1.5,2000-12-18,0730,Terra,MODIS,46,6.2,279.7,29.4,D,2
43.3595,45.9957,319.4,2.6,1.5,2000-12-18,0730,Terra,MODIS,79,6.2,280.8,80.8,D,2
43.3356,45.5976,300.7,2.7,1.6,2000-12-18,0730,Terra,MODIS,36,6.2,278.9,28,D,2
43.2427,45.9789,306.2,2.6,1.5,2000-12-18,0730,Terra,MODIS,63,6.2,280.6,39.8,D,2
43.2451,45.6882,308.8,2.7,1.6,2000-12-18,0730,Terra,MODIS,68,6.2,280.2,49.1,D,2
43.2551,45.6818,306.8,2.7,1.6,2000-12-18,0730,Terra,MODIS,64,6.2,278.8,43.1,D,2
43.253,45.7163,300.7,2.7,1.6,2000-12-18,0730,Terra,MODIS,39,6.2,279.7,27.8,D,2
43.2371,45.9711,300.7,2.6,1.5,2000-12-18,0730,Terra,MODIS,41,6.2,280.7,25.4,D,2
43.2432,45.9825,323.8,1,1,2000-12-19,0813,Terra,MODIS,83,6.2,273.8,25.8,D,2
43.1841,46.299,307.6,1,1,2000-12-19,0813,Terra,MODIS,66,6.2,271.3,13,D,0
44.6105,38.2075,306.5,1.1,1,2000-12-24,0831,Terra,MODIS,64,6.2,277.4,13.6,D,0
43.2547,45.6918,301.2,1.6,1.2,2000-12-25,1843,Terra,MODIS,34,6.2,267.2,19.1,N,2
43.254,45.6854,302.1,1.6,1.2,2000-12-25,1843,Terra,MODIS,47,6.2,267.2,21.4,N,2
43.1818,46.2938,303.1,1.1,1.1,2000-12-26,0819,Terra,MODIS,55,6.2,273.2,12,D,0
45.2809,37.3993,314,1.2,1.1,2000-12-27,0901,Terra,MODIS,57,6.2,280.5,20.4,D,0
44.9663,38.0221,302.7,1.3,1.1,2000-12-27,0902,Terra,MODIS,53,6.2,283.3,10.6,D,0
44.8925,41.7686,305.9,1.4,1.2,2000-12-28,0806,Terra,MODIS,62,6.2,276.7,17.4,D,0
43.1776,46.3001,303.6,1,1,2000-12-28,0807,Terra,MODIS,57,6.2,278.5,9.3,D,0
50.1755,38.0731,308.1,1,1,2000-12-29,0848,Terra,MODIS,67,6.2,281.5,11.5,D,0
44.3431,41.3647,322.7,1.4,1.2,2000-12-29,0849,Terra,MODIS,76,6.2,278,38.5,D,0
45.5541,38.0013,309,3.4,1.7,2000-12-30,0754,Terra,MODIS,66,6.2,283.9,58.3,D,0
45.5594,37.9958,306.6,3.4,1.7,2000-12-30,0754,Terra,MODIS,64,6.2,284.1,52.6,D,0
45.4046,38.1885,300.7,3.3,1.7,2000-12-30,0754,Terra,MODIS,41,6.2,283.8,30.5,D,0
44.9619,41.8297,345.6,2,1.4,2000-12-30,0754,Terra,MODIS,94,6.2,286.9,150.7,D,0
44.9494,41.8275,319.6,2,1.4,2000-12-30,0754,Terra,MODIS,79,6.2,285.2,53.3,D,0
44.9475,41.8548,315.4,2,1.4,2000-12-30,0754,Terra,MODIS,71,6.2,284.7,42.4,D,0
45.1164,37.9338,303.5,3.4,1.7,2000-12-30,0754,Terra,MODIS,56,6.2,284.7,39,D,0
45.1007,37.9328,305.2,3.4,1.7,2000-12-30,0754,Terra,MODIS,61,6.2,284.8,44.9,D,0
45.0538,39.0222,309.8,2.9,1.6,2000-12-30,0754,Terra,MODIS,60,6.2,274.9,64.8,D,0
45.0481,38.4747,319.1,3.2,1.7,2000-12-30,0754,Terra,MODIS,79,6.2,285.5,96.8,D,0
45.0263,38.6333,312.2,3.1,1.7,2000-12-30,0754,Terra,MODIS,72,6.2,285.9,63.2,D,0
45.0247,38.6727,300.9,3.1,1.7,2000-12-30,0754,Terra,MODIS,43,6.2,285.7,25.8,D,0
45.0508,38.4688,322.6,3.2,1.7,2000-12-30,0754,Terra,MODIS,82,6.2,285.6,110.5,D,0
45.0281,38.6274,306.9,3.1,1.7,2000-12-30,0754,Terra,MODIS,61,6.2,285.7,43.6,D,0
45.0263,38.6667,302.9,3.1,1.7,2000-12-30,0754,Terra,MODIS,51,6.2,285.7,30.8,D,0
44.971,38.175,305.3,3.3,1.7,2000-12-30,0754,Terra,MODIS,61,6.2,285.2,42.7,D,0
44.7465,41.9674,371.6,2,1.4,2000-12-30,0754,Terra,MODIS,100,6.2,291.3,328.5,D,0
44.7446,41.993,325.6,2,1.4,2000-12-30,0754,Terra,MODIS,61,6.2,286.4,60,D,0
44.9752,38.1676,304.4,3.3,1.7,2000-12-30,0754,Terra,MODIS,59,6.2,285.1,38.3,D,0
44.7443,41.9595,352.7,2,1.4,2000-12-30,0754,Terra,MODIS,84,6.2,289.8,182.4,D,0
44.7423,41.9852,334.2,2,1.4,2000-12-30,0754,Terra,MODIS,85,6.2,287.4,90.4,D,0
44.8328,39.5694,311.1,2.7,1.6,2000-12-30,0754,Terra,MODIS,71,6.2,285.9,48.8,D,0
44.4469,41.9765,303.9,2,1.4,2000-12-30,0754,Terra,MODIS,57,6.2,284.9,19.8,D,0
44.3988,42.119,303.3,1.9,1.4,2000-12-30,0754,Terra,MODIS,56,6.2,284.2,18.6,D,0
44.3774,42.2385,304.9,1.9,1.3,2000-12-30,0754,Terra,MODIS,60,6.2,284.5,20.3,D,0
44.3603,42.1392,325,1.9,1.4,2000-12-30,0754,Terra,MODIS,83,6.2,286.7,63.2,D,0
44.4267,41.2076,330.5,2.2,1.4,2000-12-30,0754,Terra,MODIS,75,6.2,282.7,92.2,D,0
44.357,42.1319,320.3,1.9,1.4,2000-12-30,0754,Terra,MODIS,80,6.2,286.8,50.7,D,0
44.4138,41.2063,321.8,2.2,1.4,2000-12-30,0754,Terra,MODIS,81,6.2,280.6,67.6,D,0
44.0895,43.0223,301.2,1.7,1.3,2000-12-30,0754,Terra,MODIS,45,6.2,287.8,12.3,D,0
44.2442,39.4508,307.3,2.7,1.6,2000-12-30,0754,Terra,MODIS,65,6.2,284.9,40.8,D,0
44.2553,39.4455,300.7,2.7,1.6,2000-12-30,0754,Terra,MODIS,40,6.2,284,23.6,D,0
43.3804,45.3912,300.5,1.3,1.1,2000-12-30,0754,Terra,MODIS,38,6.2,275,11.6,D,2
43.3752,45.4383,303.9,1.3,1.1,2000-12-30,0754,Terra,MODIS,57,6.2,276.6,13.2,D,2
46.0943,39.2334,301.7,3.5,1.8,2000-12-30,0932,Terra,MODIS,48,6.2,285.1,35.3,D,0
46.1009,39.23,302.9,3.5,1.8,2000-12-30,0932,Terra,MODIS,54,6.2,284.9,40.4,D,0
45.7213,38.1085,314.5,3.2,1.7,2000-12-30,0932,Terra,MODIS,67,6.2,285.9,68.5,D,0
45.7112,38.1465,351.9,3.2,1.7,2000-12-30,0932,Terra,MODIS,91,6.2,288.1,359.1,D,0
45.649,38.3785,300.4,3.3,1.7,2000-12-30,0932,Terra,MODIS,15,6.2,285.1,23.2,D,0
45.5844,38.6176,315,3.4,1.7,2000-12-30,0932,Terra,MODIS,75,6.2,286.3,85.7,D,0
45.5733,38.6581,302.6,3.4,1.7,2000-12-30,0932,Terra,MODIS,53,6.2,286,35.9,D,0
45.7071,38.1008,310.2,3.2,1.7,2000-12-30,0932,Terra,MODIS,53,6.2,285.9,49.5,D,0
45.697,38.1388,362.9,3.2,1.7,2000-12-30,0932,Terra,MODIS,100,6.2,287.9,506.5,D,0
45.7134,38.1428,348,3.2,1.7,2000-12-30,0932,Terra,MODIS,90,6.2,287.7,317.7,D,0
45.6525,38.3756,303.6,3.3,1.7,2000-12-30,0932,Terra,MODIS,52,6.2,285.3,33.5,D,0
45.589,38.6154,307.4,3.4,1.7,2000-12-30,0932,Terra,MODIS,65,6.2,286.2,51,D,0
45.5782,38.6561,301.7,3.4,1.7,2000-12-30,0932,Terra,MODIS,48,6.2,285.8,31.2,D,0
45.6992,38.1351,369.7,3.2,1.7,2000-12-30,0932,Terra,MODIS,100,6.2,288.6,623.1,D,0
45.6484,38.3284,300.8,3.3,1.7,2000-12-30,0932,Terra,MODIS,29,6.2,285.4,24.8,D,0
45.6765,38.0361,308.3,3.1,1.7,2000-12-30,0932,Terra,MODIS,50,6.2,283.8,45.1,D,0
45.6198,38.0056,312.7,3.1,1.7,2000-12-30,0932,Terra,MODIS,32,6.2,285.6,57.6,D,0
45.6097,38.0433,325.5,3.2,1.7,2000-12-30,0932,Terra,MODIS,84,6.2,286.1,121.9,D,0
45.58,38.284,300.7,3.3,1.7,2000-12-30,0932,Terra,MODIS,38,6.2,285.5,25.8,D,0
45.6219,37.9996,305.2,3.1,1.7,2000-12-30,0932,Terra,MODIS,29,6.2,285.5,34.5,D,0
45.612,38.0374,330.9,3.2,1.7,2000-12-30,0932,Terra,MODIS,87,6.2,286.4,161.5,D,0
45.4772,38.5466,304.6,3.4,1.7,2000-12-30,0932,Terra,MODIS,46,6.2,284.3,39.5,D,0
45.5472,38.2215,301.1,3.2,1.7,2000-12-30,0932,Terra,MODIS,45,6.2,284.7,28.2,D,0
45.5308,38.037,310.2,3.2,1.7,2000-12-30,0932,Terra,MODIS,56,6.2,285.4,51.8,D,0
45.5329,38.0329,306.4,3.2,1.7,2000-12-30,0932,Terra,MODIS,49,6.2,285.3,40,D,0
45.4156,38.4155,304.2,3.4,1.7,2000-12-30,0932,Terra,MODIS,23,6.2,285.2,32.5,D,0
45.4049,38.4556,313.4,3.4,1.7,2000-12-30,0932,Terra,MODIS,66,6.2,285.4,66.2,D,0
45.4271,38.0632,304.3,3.2,1.7,2000-12-30,0932,Terra,MODIS,59,6.2,285.3,35.9,D,0
45.4168,38.1016,308.3,3.2,1.7,2000-12-30,0932,Terra,MODIS,67,6.2,285.3,48.3,D,0
45.4199,38.0964,311.9,3.2,1.7,2000-12-30,0932,Terra,MODIS,72,6.2,285.6,63.8,D,0
45.4414,37.8906,302.7,3.1,1.7,2000-12-30,0932,Terra,MODIS,53,6.2,285.2,33.4,D,0
45.329,38.3158,301.2,3.3,1.7,2000-12-30,0932,Terra,MODIS,45,6.2,285,29.8,D,0
45.3276,38.1352,308.5,3.3,1.7,2000-12-30,0932,Terra,MODIS,67,6.2,285.9,52,D,0
45.3172,38.1741,308,3.3,1.7,2000-12-30,0932,Terra,MODIS,66,6.2,285.8,50.2,D,0
45.3306,38.1318,308.1,3.3,1.7,2000-12-30,0932,Terra,MODIS,67,6.2,285.8,50.7,D,0
45.3203,38.1708,305.8,3.3,1.7,2000-12-30,0932,Terra,MODIS,62,6.2,285.7,42.4,D,0
45.3059,38.1631,305.5,3.3,1.7,2000-12-30,0932,Terra,MODIS,41,6.2,286,38.5,D,0
45.1326,38.6234,302.8,3.5,1.8,2000-12-30,0932,Terra,MODIS,54,6.2,284.4,39.1,D,0
44.8226,39.7393,318.8,4.1,1.9,2000-12-30,0932,Terra,MODIS,66,6.2,282.5,134.2,D,0
45.166,38.3139,302.1,3.4,1.7,2000-12-30,0932,Terra,MODIS,44,6.2,284.4,33.7,D,0
44.737,40.0241,304.9,4.3,1.9,2000-12-30,0932,Terra,MODIS,60,6.2,285.7,58.7,D,0
44.9756,38.9714,308.3,3.7,1.8,2000-12-30,0932,Terra,MODIS,63,6.2,286.3,59.6,D,0
45.0578,38.4807,334.8,3.5,1.8,2000-12-30,0932,Terra,MODIS,89,6.2,287.2,214.6,D,0
45.0466,38.5219,317.9,3.5,1.8,2000-12-30,0932,Terra,MODIS,75,6.2,286.4,89.6,D,0
45.0353,38.5633,325.7,3.5,1.8,2000-12-30,0932,Terra,MODIS,84,6.2,287,134.4,D,0
45.0126,38.6468,311.4,3.6,1.8,2000-12-30,0932,Terra,MODIS,40,6.2,286.8,56.6,D,0
44.818,39.3487,305.1,3.9,1.8,2000-12-30,0932,Terra,MODIS,61,6.2,287.8,47.6,D,0
45.2432,37.604,304.5,3.1,1.7,2000-12-30,0932,Terra,MODIS,50,6.2,285,34,D,0
44.8727,38.9649,316.9,3.7,1.8,2000-12-30,0932,Terra,MODIS,62,6.2,287.2,94,D,0
44.823,39.1418,306.2,3.8,1.8,2000-12-30,0932,Terra,MODIS,54,6.2,287.8,46.6,D,0
45.081,38.3483,300.1,3.4,1.7,2000-12-30,0932,Terra,MODIS,9,6.2,286.1,23.9,D,0
44.8126,39.3411,303.4,3.9,1.8,2000-12-30,0932,Terra,MODIS,56,6.2,287.7,40.4,D,0
45.2442,37.5996,304.1,3.1,1.7,2000-12-30,0932,Terra,MODIS,44,6.2,284.8,36.7,D,0
44.8808,38.9646,313.8,3.7,1.8,2000-12-30,0932,Terra,MODIS,74,6.2,287.2,83.9,D,0
44.8688,39.0086,306.5,3.8,1.8,2000-12-30,0932,Terra,MODIS,64,6.2,286.9,49.7,D,0
45.1717,37.816,303.2,3.2,1.7,2000-12-30,0932,Terra,MODIS,50,6.2,285.6,31.8,D,0
45.0902,38.125,303.3,3.3,1.7,2000-12-30,0932,Terra,MODIS,29,6.2,286.2,30,D,0
44.8168,39.1335,307.1,3.8,1.8,2000-12-30,0932,Terra,MODIS,65,6.2,288,52.8,D,0
45.1432,37.8009,301.9,3.2,1.7,2000-12-30,0932,Terra,MODIS,33,6.2,285.4,25.2,D,0
45.1129,37.9152,328.9,3.2,1.7,2000-12-30,0932,Terra,MODIS,86,6.2,287,154.9,D,0
45.1027,37.9536,307.7,3.2,1.7,2000-12-30,0932,Terra,MODIS,66,6.2,285.9,47.6,D,0
44.9181,38.6386,310.4,3.6,1.8,2000-12-30,0932,Terra,MODIS,57,6.2,286.8,57.7,D,0
44.9032,38.6304,321.5,3.6,1.8,2000-12-30,0932,Terra,MODIS,81,6.2,286.3,121.2,D,0
45.116,37.9096,324.5,3.2,1.7,2000-12-30,0932,Terra,MODIS,83,6.2,286.7,123.7,D,0
45.106,37.9482,315.5,3.2,1.7,2000-12-30,0932,Terra,MODIS,76,6.2,286.2,77.9,D,0
45.0088,38.2561,302,3.4,1.7,2000-12-30,0932,Terra,MODIS,17,6.2,286.1,29.9,D,0
44.9101,38.6269,330.7,3.6,1.8,2000-12-30,0932,Terra,MODIS,82,6.2,287.4,186.8,D,0
44.9141,38.4852,303.2,3.5,1.8,2000-12-30,0932,Terra,MODIS,37,6.2,286.7,32.1,D,0
44.9611,38.1844,304.2,3.4,1.7,2000-12-30,0932,Terra,MODIS,58,6.2,285.9,39.5,D,0
